,Jurisdiction,Date,Cumulative Case Rate,Percent
34143,Blair,2020-05-04,20.5,0.1389755131925048
11459,Forest,2020-05-04,96.6,0.6548797353363884
34867,Jefferson,2020-05-04,13.8,0.09355424790519835
34093,Cumberland,2020-05-04,151.6,1.0277408682918892
11234,Monroe,2020-05-04,698.3,4.733980529869566
46908,Clarion,2020-05-04,59.8,0.40540174092252623
44652,Sullivan,2020-05-04,16.5,0.11185833988665021
45947,Washington,2020-05-04,56.6,0.3837080022778425
44415,Mercer,2020-05-04,62.1,0.4209941155733926
46968,Crawford,2020-05-04,22.5,0.1525340998454321
32865,Centre,2020-05-04,65.3,0.44268785421807627
12937,Lycoming,2020-05-04,75.9,0.514548363478591
13996,Chester,2020-05-05,311.4,2.077232491278158
41443,Clarion,2020-05-05,59.8,0.3989033493205969
8484,Elk,2020-05-05,16.7,0.11139943032866167
8233,Potter,2020-05-05,24.2,0.16142911460800075
39433,Perry,2020-05-05,73.5,0.4902909059375229
46905,Indiana,2020-05-05,86.8,0.5790102127262176
42095,Allegheny,2020-05-05,114.1,0.7611182635030118
42079,Centre,2020-05-05,70.2,0.4682778448546137
40692,Pike,2020-05-05,757.9,5.055666362041478
39708,Snyder,2020-05-05,89.2,0.5950197116956061
45922,Franklin,2020-05-05,261.2,1.7423671378351155
41174,Blair,2020-05-05,20.5,0.13674780369686013
41810,Adams,2020-05-05,145.6,0.9712429374762359
38879,Wayne,2020-05-05,194.7,1.2987706038916425
40226,Butler,2020-05-05,94.8,0.6323752092908459
44397,Venango,2020-05-05,13.8,0.09205461907398389
12033,Forest,2020-05-05,96.6,0.6443823335178873
30419,Fayette,2020-05-05,65.0,0.4335905970876053
6103,Wyoming,2020-05-05,100.8,0.6723989567143172
30957,Cambria,2020-05-05,24.6,0.16409736443623216
31168,Clearfield,2020-05-05,27.8,0.1854433630620835
31991,McKean,2020-05-05,17.2,0.11473474261395095
44433,Sullivan,2020-05-05,16.5,0.11006530541454596
11518,Warren,2020-05-05,2.6,0.017343623883504213
44443,Bradford,2020-05-05,59.7,0.398236286863539
47918,Clinton,2020-05-05,88.0,0.5870149622109118
42280,Lebanon,2020-05-05,545.9,3.6414939530788266
32138,Carbon,2020-05-05,291.4,1.9438199998665873
47935,Westmoreland,2020-05-05,117.2,0.7817971996718053
30128,Juniata,2020-05-05,347.3,2.316707913361928
22366,Columbia,2020-05-05,481.8,3.213906918104742
32381,Huntingdon,2020-05-05,132.9,0.8865260054298884
44041,Bedford,2020-05-05,56.4,0.37622322578062983
9406,Monroe,2020-05-05,700.6,4.673439574147327
44794,Tioga,2020-05-05,39.4,0.2628226080807946
34315,Dauphin,2020-05-05,254.4,1.6970068907551814
22882,Bucks,2020-05-05,563.8,3.760898132892182
46532,Crawford,2020-05-05,23.6,0.15742673986565361
42993,Mifflin,2020-05-05,99.7,0.6650612696866808
33961,Erie,2020-05-05,37.8,0.2521496087678689
48013,Jefferson,2020-05-05,16.1,0.10739705558631456
32980,Cumberland,2020-05-05,152.7,1.0186043719273434
11090,Luzerne,2020-05-05,721.1,4.810187377844187
44863,Lycoming,2020-05-05,80.3,0.535651153017457
48305,Lancaster,2020-05-05,374.0,2.494813589396375
33195,Delaware,2020-05-05,775.3,5.171735229569545
36031,Washington,2020-05-05,56.6,0.37755735069474555
44054,Fulton,2020-05-05,41.3,0.2754967947648938
38068,York,2020-05-05,163.2,1.0886459299184181
47737,Union,2020-05-05,66.8,0.4455977213146467
29284,Schuylkill,2020-05-05,293.6,1.9584953739218605
45210,Northampton,2020-05-05,757.3,5.051663987299131
37379,Greene,2020-05-05,69.0,0.46027309536991945
37332,Montour,2020-05-05,268.8,1.7930638845715123
42198,Lehigh,2020-05-05,821.2,5.4779168973590995
37290,Somerset,2020-05-05,44.9,0.2995110432189766
13342,Armstrong,2020-05-05,85.0,0.5670030884991761
29375,Berks,2020-05-05,724.4,4.832200438927097
11852,Cameron,2020-05-05,45.0,0.3001781056760344
29409,Lawrence,2020-05-05,78.4,0.5229769663333579
20558,Philadelphia,2020-05-05,1053.1,7.024834735276262
36613,Northumberland,2020-05-05,128.8,0.8591764446905165
36117,Beaver,2020-05-05,284.9,1.9004609401578267
36511,Mercer,2020-05-05,64.0,0.42691997251702674
45109,Susquehanna,2020-05-05,198.4,1.323451914802783
8177,Montgomery,2020-05-05,587.4,3.9183248727578364
36267,Lackawanna,2020-05-05,514.1,3.429368091734429
28215,Chester,2020-05-06,319.6,2.081108535410101
7460,Forest,2020-05-06,96.6,0.6290209152710129
45247,Mifflin,2020-05-06,106.2,0.691532310577449
7434,Cameron,2020-05-06,45.0,0.2930221654989191
41319,Tioga,2020-05-06,39.4,0.25655718490349805
40916,Lycoming,2020-05-06,88.3,0.5749746047456568
9550,Montgomery,2020-05-06,596.3,3.8828692730445646
27587,Monroe,2020-05-06,703.0,4.577657385460891
5909,Potter,2020-05-06,24.2,0.15758080900164093
44976,Pike,2020-05-06,763.3,4.970307087229442
45968,Washington,2020-05-06,56.6,0.36855676816086264
47178,York,2020-05-06,167.2,1.0887401349204282
48121,Snyder,2020-05-06,89.2,0.5808350480556351
47141,Northampton,2020-05-06,770.1,5.014585992238168
48082,McKean,2020-05-06,17.2,0.11199958325736462
45392,Cambria,2020-05-06,25.3,0.16474357304717005
30818,Adams,2020-05-06,147.6,0.9611127028364546
45596,Lackawanna,2020-05-06,522.7,3.403615242361889
33548,Sullivan,2020-05-06,16.5,0.10744146068293699
45643,Huntingdon,2020-05-06,241.4,1.571901127809757
36156,Somerset,2020-05-06,44.9,0.29237100513114367
39670,Delaware,2020-05-06,798.8,5.201469017789701
47780,Dauphin,2020-05-06,262.7,1.710598286145912
39470,Schuylkill,2020-05-06,295.7,1.925481207511786
39411,Blair,2020-05-06,23.0,0.1497668845883364
20840,Columbia,2020-05-06,488.0,3.1776625947438335
12104,Fulton,2020-05-06,41.3,0.26892923189123014
47553,Perry,2020-05-06,73.5,0.4786028703149011
47563,Cumberland,2020-05-06,159.8,1.0405542677050506
37454,Northumberland,2020-05-06,129.9,0.845857317740213
45749,Allegheny,2020-05-06,117.6,0.7657645925038418
45754,Indiana,2020-05-06,86.8,0.5652071992290261
19324,Philadelphia,2020-05-06,1073.5,6.990206548068658
38210,Greene,2020-05-06,69.0,0.4493006537650092
39858,Montour,2020-05-06,268.8,1.75031906858021
45628,Jefferson,2020-05-06,16.1,0.1048368192118355
39989,Lebanon,2020-05-06,551.5,3.591149428281197
44413,Clinton,2020-05-06,90.6,0.5899512932044904
34252,Lehigh,2020-05-06,834.5,5.43393326908551
17268,Luzerne,2020-05-06,729.6,4.750866043289141
34529,Bucks,2020-05-06,576.8,3.7558930013283667
47329,Clarion,2020-05-06,59.8,0.38939389992967466
44561,Bradford,2020-05-06,59.7,0.3887427395618993
43674,Mercer,2020-05-06,64.0,0.41674263537624046
47944,Juniata,2020-05-06,371.5,2.419060766285521
44728,Carbon,2020-05-06,294.5,1.9176672830984813
40562,Butler,2020-05-06,96.4,0.6277185945354622
34952,Wayne,2020-05-06,198.6,1.2932044904018962
47382,Venango,2020-05-06,13.8,0.08986013075300185
35259,Susquehanna,2020-05-06,198.4,1.2919021696663453
47398,Franklin,2020-05-06,275.4,1.7932956528533843
35333,Fayette,2020-05-06,65.0,0.4232542390539942
45887,Erie,2020-05-06,40.0,0.26046414711015026
35503,Lawrence,2020-05-06,79.5,0.5176724923814237
47924,Crawford,2020-05-06,23.6,0.15367384679498866
46061,Beaver,2020-05-06,287.9,1.8746906988253065
45314,Clearfield,2020-05-06,27.8,0.18102258224155443
13213,Wyoming,2020-05-06,100.8,0.6563696507175787
12713,Warren,2020-05-06,2.6,0.01693016956215977
13211,Bedford,2020-05-06,56.4,0.3672544474253119
42750,Centre,2020-05-06,72.1,0.46948662516604583
8353,Elk,2020-05-06,16.7,0.10874378141848774
46582,Berks,2020-05-06,733.9,4.778865939103482
13195,Armstrong,2020-05-06,85.0,0.5534863126090693
42460,Lancaster,2020-05-06,378.9,2.4672466335008987
46697,Union,2020-05-06,69.0,0.4493006537650092
46803,Westmoreland,2020-05-06,117.8,0.7670669132393926
20999,Schuylkill,2020-05-07,301.4,1.9234328234385665
44333,Clearfield,2020-05-07,30.3,0.19336434820898663
47920,Carbon,2020-05-07,299.1,1.9087550016273238
44474,York,2020-05-07,169.2,1.0797771523749353
42319,Tioga,2020-05-07,39.4,0.2514374692882533
34762,Huntingdon,2020-05-07,259.2,1.6541267015105392
11110,Forest,2020-05-07,96.6,0.6164685160722149
44643,Northumberland,2020-05-07,136.5,0.8710968161889993
46584,Union,2020-05-07,69.0,0.4403346543372963
11833,Fulton,2020-05-07,41.3,0.26356262643667155
44702,Juniata,2020-05-07,375.6,2.396952118392587
41353,Sullivan,2020-05-07,16.5,0.10529741734152738
6098,Potter,2020-05-07,24.2,0.15443621210090683
42401,Bradford,2020-05-07,61.3,0.39119585957791686
7880,Elk,2020-05-07,16.7,0.10657374967293982
47742,Lackawanna,2020-05-07,532.7,3.3995111647170693
14758,Philadelphia,2020-05-07,1104.8,7.0504597987223905
44766,Cumberland,2020-05-07,163.8,1.045316179426799
8650,Cameron,2020-05-07,45.0,0.28717477456780194
46940,Indiana,2020-05-07,86.8,0.5539282318330047
41851,McKean,2020-05-07,17.2,0.10976458050147096
40722,Pike,2020-05-07,768.7,4.905583315783764
40713,Westmoreland,2020-05-07,118.1,0.7536742416990535
40711,Montour,2020-05-07,268.8,1.715390653418337
40685,Perry,2020-05-07,73.5,0.4690521317940765
47349,Berks,2020-05-07,756.5,4.827727043567604
43202,Washington,2020-05-07,56.6,0.3612020497897242
37174,Lawrence,2020-05-07,79.5,0.5073421017364501
46875,Wayne,2020-05-07,198.6,1.267398005092566
39332,Franklin,2020-05-07,291.6,1.8608925391993567
46855,Clarion,2020-05-07,59.8,0.3816233670923235
38841,Mifflin,2020-05-07,110.5,0.7051736131053803
45793,Centre,2020-05-07,72.1,0.4601178054741893
44037,Snyder,2020-05-07,91.6,0.5845602077869035
38237,Lehigh,2020-05-07,846.4,5.401438426537501
47662,Blair,2020-05-07,23.0,0.1467782181124321
46797,Somerset,2020-05-07,44.9,0.2865366084020957
44145,Clinton,2020-05-07,98.4,0.6279555070549269
39451,Butler,2020-05-07,97.4,0.6215738453978646
37235,Lycoming,2020-05-07,96.2,0.6139158514093899
45579,Adams,2020-05-07,150.5,0.9604400793878709
45960,Lebanon,2020-05-07,560.7,3.578197691114813
10118,Bedford,2020-05-07,58.5,0.37332720693814253
46505,Greene,2020-05-07,69.0,0.4403346543372963
45033,Mercer,2020-05-07,64.0,0.40842634605198497
15210,Chester,2020-05-07,328.8,2.098290352842073
30850,Bucks,2020-05-07,597.2,3.8111283415975854
14986,Erie,2020-05-07,44.5,0.2839839437392708
29811,Lancaster,2020-05-07,388.8,2.481190052265809
31495,Crawford,2020-05-07,23.6,0.15060721510666947
44947,Jefferson,2020-05-07,16.1,0.10274475267870249
10542,Delaware,2020-05-07,831.4,5.305713501681567
29650,Monroe,2020-05-07,705.9,4.5048149637202535
13022,Armstrong,2020-05-07,85.0,0.5424412408502925
31780,Fayette,2020-05-07,65.0,0.41480800770904724
31853,Beaver,2020-05-07,288.5,1.8411093880624636
45386,Venango,2020-05-07,13.8,0.08806693086745926
10044,Montgomery,2020-05-07,611.0,3.899195272465044
8212,Warren,2020-05-07,2.6,0.01659232030836189
47110,Cambria,2020-05-07,26.9,0.17166669857497494
28912,Luzerne,2020-05-07,734.1,4.6847778224494085
42717,Dauphin,2020-05-07,274.2,1.7498516263664732
43299,Allegheny,2020-05-07,118.6,0.7568650725275846
5784,Wyoming,2020-05-07,100.8,0.6432714950318763
46523,Susquehanna,2020-05-07,198.4,1.2661216727611535
26539,Columbia,2020-05-07,491.0,3.133395873617572
45186,Northampton,2020-05-07,782.2,4.991735748154104
30026,Centre,2020-05-08,72.1,0.45246313147160333
7226,Warren,2020-05-08,2.6,0.01631628490743646
40964,Juniata,2020-05-08,375.6,2.3570756197050517
39003,Indiana,2020-05-08,88.0,0.5522434891747725
40944,Westmoreland,2020-05-08,118.7,0.7449011609664261
40931,Wayne,2020-05-08,202.5,1.2707875745214936
44001,Somerset,2020-05-08,44.9,0.2817696893630373
42712,Lackawanna,2020-05-08,540.4,3.3912770630687166
7644,Wyoming,2020-05-08,100.8,0.6325698148729212
43987,Lebanon,2020-05-08,565.6,3.549419516786947
9748,Erie,2020-05-08,46.0,0.288672732977722
43239,Lehigh,2020-05-08,854.0,5.359272042673361
39273,Delaware,2020-05-08,855.9,5.37119548164418
18892,Bedford,2020-05-08,62.6,0.3928459366175086
40535,Huntingdon,2020-05-08,261.4,1.6404141826168808
47533,Tioga,2020-05-08,39.4,0.24725447128961406
42053,Carbon,2020-05-08,303.8,1.9064951364919986
48322,Greene,2020-05-08,69.0,0.433009099466583
7157,Cameron,2020-05-08,45.0,0.2823972387825541
39502,Clearfield,2020-05-08,30.3,0.19014747411358646
42753,Butler,2020-05-08,97.9,0.6143708817069344
40521,Mifflin,2020-05-08,110.5,0.6934421085660496
45223,Sullivan,2020-05-08,16.5,0.10354565422026984
40520,Philadelphia,2020-05-08,1125.3,7.061813617822404
42057,Susquehanna,2020-05-08,198.4,1.2450580483213054
48050,Montour,2020-05-08,268.8,1.6868528396611233
38390,Lawrence,2020-05-08,79.5,0.4989017885158456
43487,Lycoming,2020-05-08,115.6,0.7254471289614057
23018,Monroe,2020-05-08,708.9,4.448697834954503
33889,York,2020-05-08,172.4,1.0818951992469408
25051,Luzerne,2020-05-08,739.4,4.640100407907123
44872,Mercer,2020-05-08,66.7,0.4185754628176969
46258,McKean,2020-05-08,17.2,0.10793850015688736
31967,Chester,2020-05-08,338.3,2.1229996862252904
46240,Berks,2020-05-08,771.2,4.839661123313461
9426,Montgomery,2020-05-08,620.3,3.892689049262629
8024,Elk,2020-05-08,16.7,0.10480075305930342
42410,Cambria,2020-05-08,27.7,0.17383118920614998
32714,Clarion,2020-05-08,59.8,0.3752745528710386
13226,Armstrong,2020-05-08,85.0,0.5334170065892689
32856,Pike,2020-05-08,777.7,4.880451835582052
44705,Dauphin,2020-05-08,283.5,1.779102604330091
31782,Snyder,2020-05-08,91.6,0.5748352682773769
44453,Allegheny,2020-05-08,121.0,0.7593347976153122
8065,Fulton,2020-05-08,55.1,0.34577973015374963
38347,Perry,2020-05-08,73.5,0.4612488233448384
42595,Beaver,2020-05-08,291.0,1.82616881079385
4873,Potter,2020-05-08,24.2,0.15186695952306245
43144,Cumberland,2020-05-08,166.6,1.045497332914967
37442,Adams,2020-05-08,152.4,0.9563853153435833
30915,Union,2020-05-08,69.0,0.433009099466583
30960,Blair,2020-05-08,23.0,0.144336366488861
36969,Fayette,2020-05-08,65.0,0.4079071226859115
31270,Bradford,2020-05-08,61.3,0.3846877941637904
9026,Forest,2020-05-08,96.6,0.6062127392532162
47787,Washington,2020-05-08,57.0,0.35770316912456857
11770,Northumberland,2020-05-08,137.6,0.8635080012550989
21740,Columbia,2020-05-08,498.7,3.1295889551302163
35285,Schuylkill,2020-05-08,305.6,1.917791026043301
46203,Venango,2020-05-08,13.8,0.0866018198933166
38579,Clinton,2020-05-08,101.0,0.6338249137119548
38106,Bucks,2020-05-08,612.8,3.84562284279887
46330,Jefferson,2020-05-08,16.1,0.10103545654220271
46057,Crawford,2020-05-08,23.6,0.14810166300596173
41415,Franklin,2020-05-08,309.0,1.9391277063068717
41471,Lancaster,2020-05-08,400.2,2.5114527769061814
47047,Northampton,2020-05-08,793.4,4.978977094446187
9577,Chester,2020-05-09,353.2,2.1575526560132925
45061,Lackawanna,2020-05-09,558.5,3.4116454087865904
33411,Sullivan,2020-05-09,16.5,0.1007916727752529
47162,Dauphin,2020-05-09,292.1,1.7843180374334167
3991,Potter,2020-05-09,24.2,0.1478277867370376
42264,Mifflin,2020-05-09,114.9,0.7018765576894883
42855,Lycoming,2020-05-09,119.2,0.7281434784733422
46674,Cambria,2020-05-09,28.4,0.17348384889801105
30321,Northampton,2020-05-09,802.2,4.900307872745932
44197,Somerset,2020-05-09,44.9,0.27427552167326397
44398,Washington,2020-05-09,57.5,0.35124370815618433
35564,Huntingdon,2020-05-09,403.2,2.4629819674534525
32002,Greene,2020-05-09,69.0,0.42149244978742123
30200,Juniata,2020-05-09,375.6,2.2943849875384843
26763,Delaware,2020-05-09,880.5,5.3786101744612225
47039,Venango,2020-05-09,13.8,0.08429848995748424
43139,Franklin,2020-05-09,318.0,1.9425304207594194
41556,Fayette,2020-05-09,65.0,0.3970581048722084
13991,Montgomery,2020-05-09,638.6,3.9009431657137275
43102,York,2020-05-09,173.7,1.061061427943117
32068,Northumberland,2020-05-09,143.1,0.8741386893417388
12589,Armstrong,2020-05-09,85.0,0.5192298294482725
47788,Indiana,2020-05-09,88.0,0.5375555881346821
48120,Carbon,2020-05-09,308.5,1.884498851585789
44868,Clarion,2020-05-09,59.8,0.3652934564824317
32306,Clinton,2020-05-09,101.0,0.6169672091091238
25327,Luzerne,2020-05-09,759.3,4.638249523530274
46744,Westmoreland,2020-05-09,118.9,0.7263109026047012
32549,Union,2020-05-09,69.0,0.42149244978742123
22449,Bedford,2020-05-09,62.6,0.3823974979230807
46761,Beaver,2020-05-09,296.5,1.8111958168401505
6000,Wyoming,2020-05-09,100.8,0.6157454918633631
25597,Monroe,2020-05-09,714.7,4.365806577725651
41552,Bradford,2020-05-09,61.3,0.37445633582563653
36062,Lancaster,2020-05-09,407.9,2.4916923227288277
30093,Wayne,2020-05-09,204.4,1.2485950251673752
47341,Lehigh,2020-05-09,871.6,5.324243757024874
16715,Snyder,2020-05-09,91.6,0.5595464985583737
34540,Susquehanna,2020-05-09,198.4,1.211943507794556
34565,Centre,2020-05-09,72.7,0.4440942188339931
7879,Cameron,2020-05-09,45.0,0.27488638029614426
43284,Lawrence,2020-05-09,80.7,0.4929629086644187
45169,Perry,2020-05-09,75.6,0.4618091188975223
38370,Schuylkill,2020-05-09,316.2,1.9315349655475738
8519,Fulton,2020-05-09,55.1,0.33658310120705665
29652,Mercer,2020-05-09,66.7,0.40744270146117384
38105,Bucks,2020-05-09,634.6,3.8765088207985143
19330,Erie,2020-05-09,46.7,0.2852709768851097
47158,Berks,2020-05-09,800.6,4.8905341347798466
40994,Adams,2020-05-09,155.3,0.948663441333138
40153,Butler,2020-05-09,97.9,0.5980305917998339
7628,Forest,2020-05-09,96.6,0.5900894297023896
44568,Pike,2020-05-09,786.6,4.805013927576602
43022,Clearfield,2020-05-09,31.5,0.192420466207301
41056,McKean,2020-05-09,17.2,0.10506768313541515
47721,Allegheny,2020-05-09,122.3,0.7470800957826321
42378,Crawford,2020-05-09,23.6,0.14416263499975565
30012,Jefferson,2020-05-09,16.1,0.09834823828373163
40131,Cumberland,2020-05-09,170.5,1.0415139520109467
45309,Montour,2020-05-09,268.8,1.6419879783023017
45557,Lebanon,2020-05-09,569.8,3.4806724331720664
6638,Elk,2020-05-09,16.7,0.10201339002101353
15515,Columbia,2020-05-09,500.3,3.056125690270244
45339,Tioga,2020-05-09,39.4,0.2406782974148463
8703,Warren,2020-05-09,2.6,0.015882324194888334
34095,Philadelphia,2020-05-09,1146.9,7.0059375458143975
39422,Blair,2020-05-09,23.0,0.14049748326247374
32319,Chester,2020-05-10,357.7,2.165857321045812
40266,Blair,2020-05-10,23.8,0.14410792351381138
47403,Lebanon,2020-05-10,571.3,3.459195659808421
46022,Tioga,2020-05-10,39.4,0.23856521791782218
12677,Greene,2020-05-10,69.0,0.4177918790946632
42914,York,2020-05-10,175.9,1.0650665439529168
46884,Wyoming,2020-05-10,100.8,0.6103394407643775
32790,Venango,2020-05-10,13.8,0.08355837581893265
22098,Monroe,2020-05-10,717.7,4.345641038061446
22061,Schuylkill,2020-05-10,318.3,1.92729210312799
15410,Philadelphia,2020-05-10,1158.5,7.0146651004517
35573,Adams,2020-05-10,163.1,0.987563122903472
45864,Clarion,2020-05-10,59.8,0.3620862952153748
34500,Montgomery,2020-05-10,641.9,3.8866754665342653
32761,Indiana,2020-05-10,88.0,0.5328360197149328
39928,Snyder,2020-05-10,91.6,0.5546338568850891
35885,Bradford,2020-05-10,61.3,0.3711687273696066
23928,Bedford,2020-05-10,62.6,0.3790401685699408
7849,Fulton,2020-05-10,55.1,0.33362800779878177
43232,Somerset,2020-05-10,44.9,0.2718674691500055
48045,Montour,2020-05-10,268.8,1.6275718420383403
39821,Lackawanna,2020-05-10,566.1,3.4277098950070846
35821,Pike,2020-05-10,788.4,4.773726340264239
43482,Northampton,2020-05-10,805.8,4.879082553253328
44525,Dauphin,2020-05-10,295.4,1.7886336389067174
44276,Clinton,2020-05-10,101.0,0.6115504317182752
37147,Union,2020-05-10,71.2,0.4311127795875365
30301,Lycoming,2020-05-10,120.0,0.7265945723385447
30264,Franklin,2020-05-10,330.9,2.003584533223537
40812,Northumberland,2020-05-10,143.1,0.8664640275137145
16771,Erie,2020-05-10,46.7,0.28276638773508367
43559,Juniata,2020-05-10,375.6,2.274241011419645
41149,Butler,2020-05-10,97.9,0.5927800719328628
46432,Allegheny,2020-05-10,122.9,0.7441539411700595
6667,Forest,2020-05-10,96.6,0.5849086307325285
13098,Armstrong,2020-05-10,85.0,0.5146711554064691
48292,Perry,2020-05-10,75.6,0.4577545805732831
40933,McKean,2020-05-10,17.2,0.10414522203519141
43522,Cumberland,2020-05-10,177.2,1.072937985153251
42803,Susquehanna,2020-05-10,198.4,1.201303026266394
45159,Mercer,2020-05-10,68.5,0.4147644017099193
12030,Cameron,2020-05-10,45.0,0.27247296462695425
45351,Westmoreland,2020-05-10,119.2,0.7217506085229545
41688,Crawford,2020-05-10,24.8,0.15016287828329924
27809,Bucks,2020-05-10,644.5,3.902418348934934
38772,Huntingdon,2020-05-10,416.4,2.5212831660147503
43978,Washington,2020-05-10,57.5,0.3481598992455527
41017,Berks,2020-05-10,810.6,4.90814633614687
37963,Fayette,2020-05-10,65.0,0.39357206001671174
7463,Elk,2020-05-10,16.7,0.10111774465044747
20473,Luzerne,2020-05-10,762.1,4.614481029826708
39589,Wayne,2020-05-10,204.4,1.2376327548833213
31154,Lehigh,2020-05-10,877.3,5.312011819271711
46764,Lancaster,2020-05-10,413.9,2.5061457790910304
41292,Centre,2020-05-10,73.3,0.4438281846034611
20957,Delaware,2020-05-10,891.6,5.398597672475387
5357,Potter,2020-05-10,24.2,0.14652990542160652
31620,Lawrence,2020-05-10,80.7,0.4886348498976713
43940,Carbon,2020-05-10,308.5,1.8679535463870087
