,Jurisdiction,Date,Cumulative Case Rate,Percent
47718,Butler,2020-07-03,174.1,0.6694634679053599
23652,Lackawanna,2020-07-03,810.3,3.1158314074883005
33969,Mifflin,2020-07-04,143.0,0.5461287870976119
45014,Butler,2020-07-04,177.3,0.6771233143524937
45404,Perry,2020-07-04,185.9,0.7099674232268955
19675,Philadelphia,2020-07-04,1683.5,6.429425266285523
42846,Lawrence,2020-07-04,134.5,0.5136665864659357
44445,Westmoreland,2020-07-04,228.4,0.8722784263852768
34539,Armstrong,2020-07-04,120.5,0.4601994324843513
10146,Mercer,2020-07-04,138.0,0.5270333749613318
41366,Greene,2020-07-04,115.9,0.4426316533189736
6288,Forest,2020-07-04,96.6,0.3689233624729323
37240,Clinton,2020-07-04,204.5,0.7810023563738576
36669,Cumberland,2020-07-04,344.6,1.316055804432427
48202,Wayne,2020-07-04,266.7,1.0185492833491825
13959,Bucks,2020-07-04,917.6,3.5043900352501307
46878,Adams,2020-07-04,343.7,1.3126186302478966
14786,Erie,2020-07-04,244.7,0.93452946994955
42043,Franklin,2020-07-04,621.8,2.3747054532677976
35788,Indiana,2020-07-04,130.8,0.4995359814850885
42274,Beaver,2020-07-04,446.5,1.7052203037698164
7919,York,2020-07-04,358.5,1.369141050171286
32899,Lackawanna,2020-07-04,814.1,3.109115004029132
46433,Huntingdon,2020-07-04,562.6,2.148615773574241
31483,Clearfield,2020-07-04,89.6,0.3421897854821401
41358,Berks,2020-07-04,1085.6,4.145995883029143
36603,Chester,2020-07-04,710.9,2.71498569753631
47825,Crawford,2020-07-04,78.0,0.29788842932597015
39397,Dauphin,2020-07-04,782.3,2.9876681828423903
31824,Montgomery,2020-07-04,1034.2,3.9496950462681837
47837,Somerset,2020-07-04,85.8,0.3276772722585672
48257,Cambria,2020-07-04,67.6,0.2581699720825074
45129,Jefferson,2020-07-04,66.8,0.25511470614070264
6610,Fulton,2020-07-04,123.9,0.47318431273702183
36155,Lehigh,2020-07-04,1161.1,4.434336606286973
42335,Susquehanna,2020-07-04,446.3,1.704456487284365
41478,Carbon,2020-07-04,445.6,1.7017831295852859
31900,Columbia,2020-07-04,638.8,2.4396298545311503
46980,Fayette,2020-07-04,104.4,0.39871220540552926
31579,Tioga,2020-07-04,66.5,0.25396898141252583
9736,Monroe,2020-07-04,831.6,3.1759489465061126
18851,Luzerne,2020-07-04,923.7,3.5276864380563926
37589,Northumberland,2020-07-04,358.9,1.3706686831421884
45659,Potter,2020-07-04,102.9,0.39298358176464526
40493,Union,2020-07-04,211.5,0.8077359333646499
34126,Delaware,2020-07-04,1278.5,4.882696883246831
43740,Pike,2020-07-04,885.2,3.3806517646070358
48312,Bedford,2020-07-04,187.9,0.7176055880814076
46839,McKean,2020-07-04,41.8,0.15963764545930195
41477,Allegheny,2020-07-04,289.8,1.106770087418797
41546,Wyoming,2020-07-04,141.8,0.5415458881849048
40923,Sullivan,2020-07-04,164.9,0.629766692254519
44891,Lancaster,2020-07-04,839.6,3.206501605924161
14130,Juniata,2020-07-04,456.3,1.7426473115569254
48137,Elk,2020-07-04,63.5,0.24251173413075774
33033,Schuylkill,2020-07-04,529.9,2.023731778202969
31982,Blair,2020-07-04,66.5,0.25396898141252583
38519,Washington,2020-07-04,140.2,0.535435356301295
42837,Lycoming,2020-07-04,189.8,0.724861844693194
46539,Montour,2020-07-04,416.9,1.5921754639230379
47880,Clarion,2020-07-04,122.3,0.46707378085341217
42497,Lebanon,2020-07-04,977.5,3.733153072642767
47101,Northampton,2020-07-04,1125.8,4.299522996604836
11896,Cameron,2020-07-04,89.9,0.3433355102103169
12220,Warren,2020-07-04,17.9,0.06836157544788289
43285,Venango,2020-07-04,53.3,0.20355709337274627
43024,Centre,2020-07-04,139.8,0.5339077233303927
46496,Bradford,2020-07-04,91.2,0.34830031736574973
36412,Snyder,2020-07-04,178.3,0.6809423967797498
24056,Montgomery,2020-07-05,1036.7,3.939982441671766
32817,Potter,2020-07-05,102.9,0.3910718561281226
41783,Pike,2020-07-05,885.2,3.3642060937280283
39271,Snyder,2020-07-05,178.3,0.6776298537186031
36611,Lehigh,2020-07-05,1162.7,4.418845938971508
23383,Luzerne,2020-07-05,924.3,3.5128057980488214
43409,Somerset,2020-07-05,87.1,0.3310238937683137
43213,Greene,2020-07-05,124.2,0.47202259019545995
46642,Cumberland,2020-07-05,346.1,1.315354415995561
20946,Lackawanna,2020-07-05,815.1,3.0977907670557117
33200,Fayette,2020-07-05,110.6,0.4203357365186624
48303,Union,2020-07-05,211.5,0.8038065847531383
33194,Monroe,2020-07-05,834.0,3.169620291650673
45362,Perry,2020-07-05,185.9,0.7065136837144605
42871,Lancaster,2020-07-05,841.8,3.199264222435895
47330,Lycoming,2020-07-05,189.8,0.7213356491070716
42134,Carbon,2020-07-05,445.6,1.6935045587044844
39555,Beaver,2020-07-05,450.2,1.7109868768598717
45098,Northumberland,2020-07-05,358.9,1.3640008665149
39569,Delaware,2020-07-05,1281.2,4.869205656670075
23629,Chester,2020-07-05,712.8,2.7089992132956833
45277,Lebanon,2020-07-05,977.5,3.7149926080198235
32070,Bedford,2020-07-05,187.9,0.7141146916081073
35304,Bradford,2020-07-05,92.8,0.3526867662652068
12718,York,2020-07-05,359.6,1.3666612192776764
44929,Elk,2020-07-05,63.5,0.24133200062328267
46098,Jefferson,2020-07-05,66.8,0.25387366364779973
13151,Juniata,2020-07-05,456.3,1.7341699509354942
37924,Erie,2020-07-05,248.4,0.9440451803909199
40339,Susquehanna,2020-07-05,446.3,1.6961649114672606
48243,Armstrong,2020-07-05,120.5,0.4579607255922135
6717,Cameron,2020-07-05,89.9,0.3416653048194191
36278,Schuylkill,2020-07-05,530.6,2.0165473941844687
14036,Philadelphia,2020-07-05,1687.6,6.4137304606590835
44507,Montour,2020-07-05,416.9,1.584430095430654
44858,Clarion,2020-07-05,124.9,0.47468294295823626
44495,Huntingdon,2020-07-05,562.6,2.138163520482816
37662,Wayne,2020-07-05,266.7,1.0135944026177872
45693,Indiana,2020-07-05,130.8,0.49710591624449413
47717,Franklin,2020-07-05,623.1,2.368094009265629
30039,Bucks,2020-07-05,922.1,3.50444468936581
35553,Cambria,2020-07-05,69.1,0.26261482272549336
31148,Sullivan,2020-07-05,164.9,0.6267031008311702
25865,Columbia,2020-07-05,638.8,2.427761921230755
42405,Tioga,2020-07-05,66.5,0.2527335124637527
45820,Northampton,2020-07-05,1126.8,4.28240784728055
35670,Westmoreland,2020-07-05,235.9,0.896538881055628
43062,Wyoming,2020-07-05,145.6,0.5533533746574796
46324,Crawford,2020-07-05,82.7,0.31430167640229095
48213,Butler,2020-07-05,182.6,0.6939720206899435
40767,Centre,2020-07-05,140.4,0.5335907541339981
41686,Clinton,2020-07-05,207.1,0.7870843673871155
30351,Clearfield,2020-07-05,90.8,0.3450857583715601
13168,Mercer,2020-07-05,141.7,0.5385314092648684
47776,Blair,2020-07-05,68.9,0.2618547219361288
48041,Berks,2020-07-05,1086.3,4.128487437434204
6846,Forest,2020-07-05,96.6,0.3671286812631355
41008,Venango,2020-07-05,53.3,0.2025668603656845
12196,Fulton,2020-07-05,123.9,0.4708824390114129
47453,Mifflin,2020-07-05,143.0,0.5434720643957389
47306,Dauphin,2020-07-05,784.4,2.9811152958882348
39843,Adams,2020-07-05,343.7,1.306233206523185
29224,Lawrence,2020-07-05,141.5,0.5377713084755039
47063,Allegheny,2020-07-05,307.6,1.1690350140428623
32361,McKean,2020-07-05,41.8,0.15886106497721597
36535,Washington,2020-07-05,150.8,0.5731159951809611
7112,Warren,2020-07-05,17.9,0.06802902064813794
38092,Lackawanna,2020-07-06,817.5,3.0771489227155704
37550,Columbia,2020-07-06,638.8,2.404504870740925
45696,Lycoming,2020-07-06,192.4,0.7242121745938541
38741,Greene,2020-07-06,132.5,0.49874279175512304
47402,Butler,2020-07-06,191.1,0.7193188490898416
45177,Bedford,2020-07-06,190.0,0.7151783428941386
42250,Clarion,2020-07-06,124.9,0.4701356580393575
48096,Adams,2020-07-06,346.6,1.3046358613005709
31492,Montgomery,2020-07-06,1041.3,3.9195537287140345
47223,Union,2020-07-06,213.7,0.8043874309288286
47557,Lancaster,2020-07-06,844.7,3.1795323486456786
42843,Tioga,2020-07-06,66.5,0.2503124200129485
26884,Delaware,2020-07-06,1288.4,4.84966198413057
34100,Westmoreland,2020-07-06,248.2,0.934248761612238
37696,Monroe,2020-07-06,835.7,3.1456554797717455
43049,Allegheny,2020-07-06,325.2,1.2240841953114416
45783,Sullivan,2020-07-06,164.9,0.6206995197012815
41676,Lawrence,2020-07-06,147.3,0.5544514205700349
7311,Warren,2020-07-06,17.9,0.06737732809371096
46486,Washington,2020-07-06,160.5,0.6041374949184698
46552,Mifflin,2020-07-06,145.2,0.5465468178327838
32778,Pike,2020-07-06,887.0,3.3387536323531632
46614,Susquehanna,2020-07-06,458.7,1.7265910836081126
45943,Franklin,2020-07-06,632.1,2.379285423912553
43342,Northampton,2020-07-06,1130.4,4.254934730565971
48205,McKean,2020-07-06,41.8,0.1573392354367105
30346,Philadelphia,2020-07-06,1692.6,6.371109806224311
32818,Berks,2020-07-06,1092.0,4.110393423370524
45956,Montour,2020-07-06,416.9,1.5692518481714022
41136,Cumberland,2020-07-06,349.7,1.31630456057937
48171,Clinton,2020-07-06,207.1,0.7795443937546112
48216,Crawford,2020-07-06,85.1,0.32032461568574316
41491,Venango,2020-07-06,55.3,0.20815453874760984
30766,Huntingdon,2020-07-06,562.6,2.11768071427496
21840,Chester,2020-07-06,717.9,2.7022449071773798
13214,Juniata,2020-07-06,460.4,1.7329900477287445
45830,Somerset,2020-07-06,87.1,0.3278528087688394
9783,Forest,2020-07-06,96.6,0.3636117259135463
33571,Lebanon,2020-07-06,983.1,3.7004833099959353
23552,Luzerne,2020-07-06,926.9,3.488941084360932
40789,Potter,2020-07-06,102.9,0.3873255341252993
37110,Armstrong,2020-07-06,122.0,0.459219778068868
8715,Cameron,2020-07-06,89.9,0.33839227908517405
31855,Centre,2020-07-06,141.6,0.5329960702832107
44522,Blair,2020-07-06,70.6,0.2657452158332957
6544,York,2020-07-06,368.3,1.3863167562521646
44986,Perry,2020-07-06,190.2,0.7159311622024482
35122,Carbon,2020-07-06,447.2,1.6833039733803095
44294,Indiana,2020-07-06,134.4,0.5058945751840644
34792,Erie,2020-07-06,254.7,0.9587153891323006
47015,Clearfield,2020-07-06,95.9,0.36097685833446264
9222,Fulton,2020-07-06,123.9,0.4663715614978094
36826,Wyoming,2020-07-06,145.6,0.5480524564494031
47258,Beaver,2020-07-06,467.3,1.7589623138654262
38523,Snyder,2020-07-06,178.3,0.6711384133580259
44938,Jefferson,2020-07-06,66.8,0.251441648975413
34310,Elk,2020-07-06,76.9,0.2894590240450488
41712,Bradford,2020-07-06,96.1,0.36172967764277225
10085,Bucks,2020-07-06,928.4,3.4945872291732543
45397,Wayne,2020-07-06,266.7,1.0038845476308778
12412,Mercer,2020-07-06,143.5,0.5401478537121521
41043,Dauphin,2020-07-06,790.9,2.9770239547103907
34863,Lehigh,2020-07-06,1168.1,4.396841170182333
42525,Northumberland,2020-07-06,360.0,1.3550747549573154
11081,Schuylkill,2020-07-06,534.1,2.010403962840839
43976,Fayette,2020-07-06,112.2,0.4223316319616966
47415,Cambria,2020-07-06,73.7,0.27741391511209484
48331,Sullivan,2020-07-07,164.9,0.6138623444404322
39676,Franklin,2020-07-07,639.9,2.3821134882197246
40937,Westmoreland,2020-07-07,255.9,0.9526220372486756
30815,Columbia,2020-07-07,640.4,2.3839748052131764
43778,Armstrong,2020-07-07,122.0,0.4541613464022603
12150,Cameron,2020-07-07,89.9,0.3346647954226492
32764,Chester,2020-07-07,723.6,2.69369795292357
41185,Allegheny,2020-07-07,343.4,1.2783525111027556
42638,Wyoming,2020-07-07,145.6,0.5420155084931894
42875,Potter,2020-07-07,102.9,0.38305903725239826
15079,Erie,2020-07-07,258.8,0.9634176758106965
17926,Bucks,2020-07-07,931.4,3.467261295402174
40952,Somerset,2020-07-07,91.2,0.3395042196056241
45564,Lebanon,2020-07-07,988.1,3.678334642459618
42282,Tioga,2020-07-07,66.5,0.2475551601291009
40219,Beaver,2020-07-07,475.8,1.7712292509688152
12410,Warren,2020-07-07,17.9,0.06663514836557753
43671,Lancaster,2020-07-07,854.6,3.1813630052079644
46388,Butler,2020-07-07,200.7,0.7471326411715873
46028,Clinton,2020-07-07,220.0,0.81897947711883
42352,Perry,2020-07-07,192.3,0.7158625156815955
39311,Snyder,2020-07-07,180.8,0.6730522248322022
45388,Indiana,2020-07-07,136.8,0.5092563294084362
29874,Luzerne,2020-07-07,927.5,3.4527430228532494
46377,Clarion,2020-07-07,127.5,0.47463583333023107
46153,Crawford,2020-07-07,87.4,0.32535821045538976
46052,Bradford,2020-07-07,96.1,0.3577451261414526
42901,Pike,2020-07-07,887.0,3.301976346383647
18190,Montgomery,2020-07-07,1046.7,3.896480994092179
40906,Montour,2020-07-07,416.9,1.551966109140183
41258,Venango,2020-07-07,67.1,0.24978874052124314
7394,Forest,2020-07-07,96.6,0.3596064431349045
46450,Cumberland,2020-07-07,353.2,1.3148343241744127
41200,Dauphin,2020-07-07,797.0,2.9669392875623073
7781,Fulton,2020-07-07,123.9,0.46123435097737747
46419,Centre,2020-07-07,142.9,0.5319643967285491
42795,Washington,2020-07-07,168.7,0.6280083535906665
47887,Carbon,2020-07-07,451.8,1.6818860352831246
45437,Mifflin,2020-07-07,149.6,0.5569060444408045
17721,Schuylkill,2020-07-07,534.8,1.9908646561961376
32684,Union,2020-07-07,215.9,0.8037166777725246
43605,McKean,2020-07-07,41.8,0.1556061006525777
31971,Lackawanna,2020-07-07,819.4,3.0503262888689515
42631,Elk,2020-07-07,90.3,0.3361538490174107
47023,Wayne,2020-07-07,266.7,0.9928264843072363
20993,Delaware,2020-07-07,1295.5,4.822672330033838
44848,Fayette,2020-07-07,119.9,0.4463438150297624
7546,Mercer,2020-07-07,143.5,0.5341979771206914
46566,Susquehanna,2020-07-07,458.7,1.7075722097927606
38766,Monroe,2020-07-07,838.7,3.1221731248161944
38219,Lycoming,2020-07-07,205.7,0.7657458111061061
22544,Juniata,2020-07-07,464.4,1.7287912235181122
44946,Bedford,2020-07-07,190.0,0.7073004575117169
6887,York,2020-07-07,377.0,1.4034330130627224
35663,Clearfield,2020-07-07,99.7,0.3711466084943062
47698,Lawrence,2020-07-07,163.7,0.6093951836561475
43160,Blair,2020-07-07,71.4,0.26579606666492944
44234,Greene,2020-07-07,138.0,0.5137234901927207
46952,Huntingdon,2020-07-07,562.6,2.0943538810320628
44320,Cambria,2020-07-07,79.1,0.2944603483640884
35183,Northampton,2020-07-07,1136.0,4.2289122091226865
34020,Northumberland,2020-07-07,366.6,1.3647176195989232
44587,Lehigh,2020-07-07,1174.1,4.3707445640237195
47481,Berks,2020-07-07,1096.5,4.081868166639987
34526,Philadelphia,2020-07-07,1702.0,6.335923045710222
34979,Jefferson,2020-07-07,76.0,0.28292018300468674
41768,Adams,2020-07-07,351.4,1.3081335829979859
43972,Dauphin,2020-07-08,801.3,2.9583548696743702
45815,Snyder,2020-07-08,180.8,0.6675035073469688
39636,Juniata,2020-07-08,464.4,1.714538876172192
8827,Fulton,2020-07-08,130.8,0.48290629845676736
30859,Adams,2020-07-08,357.3,1.3191316547293803
41577,Perry,2020-07-08,192.3,0.7099608653917152
34982,Greene,2020-07-08,151.8,0.560437126190652
30603,Armstrong,2020-07-08,123.6,0.45632430037657823
30503,Clinton,2020-07-08,233.0,0.8602229934283393
4965,Venango,2020-07-08,67.1,0.24772945433065047
45890,Blair,2020-07-08,73.1,0.26988111939747467
47674,Sullivan,2020-07-08,164.9,0.6088015949198847
46962,Lycoming,2020-07-08,208.3,0.7690319722365797
39887,Huntingdon,2020-07-08,562.6,2.077087794432548
46309,Union,2020-07-08,215.9,0.7970907479878904
43574,Indiana,2020-07-08,139.2,0.5139186295503211
29945,Delaware,2020-07-08,1299.5,4.797681459056339
44934,Susquehanna,2020-07-08,458.7,1.693494794358709
44230,Cumberland,2020-07-08,357.2,1.3187624603116
39191,Lehigh,2020-07-08,1178.1,4.349479435870928
42471,Northumberland,2020-07-08,371.0,1.3697112899652955
31902,Lancaster,2020-07-08,860.9,3.1783947426714905
9416,Cameron,2020-07-08,89.9,0.3319057815845824
37876,Bradford,2020-07-08,96.1,0.3547958354869674
31759,Berks,2020-07-08,1101.5,4.06667651185114
45399,Pike,2020-07-08,888.7,3.2810307908144423
12117,Warren,2020-07-08,17.9,0.06608580078269215
32908,Allegheny,2020-07-08,359.9,1.3287307095916707
41347,Beaver,2020-07-08,482.5,1.781363065790445
43290,Elk,2020-07-08,93.6,0.3455659750424573
39515,Butler,2020-07-08,204.4,0.754633389943144
45656,Westmoreland,2020-07-08,263.4,0.9724580964335816
33000,Wayne,2020-07-08,266.7,0.9846415122203351
48087,McKean,2020-07-08,41.8,0.1543232666322085
38508,Franklin,2020-07-08,643.1,2.3742893007457724
9053,Schuylkill,2020-07-08,539.1,1.9903271062541532
22857,Luzerne,2020-07-08,931.3,3.4383076127888943
39466,Clearfield,2020-07-08,99.7,0.3680868345270619
12084,Mercer,2020-07-08,145.3,0.5364394890349258
32222,Lackawanna,2020-07-08,822.2,3.0355165029904745
22875,Columbia,2020-07-08,643.4,2.3753968839991138
46050,Carbon,2020-07-08,456.5,1.6853725171675402
37603,Washington,2020-07-08,175.5,0.6479362032046074
42891,Montour,2020-07-08,416.9,1.5391715277265006
43729,Lebanon,2020-07-08,992.3,3.66351620763494
10735,Bucks,2020-07-08,937.0,3.4593516946023772
45550,Potter,2020-07-08,102.9,0.3799010558960348
47919,Tioga,2020-07-08,66.5,0.24551428782396806
24017,Chester,2020-07-08,729.2,2.6921656944546997
32120,Crawford,2020-07-08,89.8,0.331536587166802
24351,Monroe,2020-07-08,841.6,3.107140220039873
28508,Philadelphia,2020-07-08,1710.8,6.316178099387137
29538,Jefferson,2020-07-08,80.6,0.2975707007310049
42713,Bedford,2020-07-08,192.1,0.7092224765561543
33570,Montgomery,2020-07-08,1049.9,3.876172192276453
29536,Clarion,2020-07-08,127.5,0.47072288267001394
33988,Mifflin,2020-07-08,153.9,0.5681902089640404
27765,Erie,2020-07-08,261.4,0.9650742080779736
11933,Forest,2020-07-08,96.6,0.3566418075758694
42612,Northampton,2020-07-08,1139.6,4.207339585025474
43362,Fayette,2020-07-08,122.2,0.4511555785276526
44546,Centre,2020-07-08,144.7,0.5342243225282433
29225,Lawrence,2020-07-08,168.4,0.6217233995421988
11412,York,2020-07-08,382.4,1.4117994535922616
44559,Wyoming,2020-07-08,149.3,0.5512072657461419
43528,Somerset,2020-07-08,93.9,0.34667355829579855
46578,Cambria,2020-07-08,82.2,0.30347781141549135
19919,Montgomery,2020-07-09,1054.5,3.849073959162219
47509,Lebanon,2020-07-09,1002.2,3.6581715712398064
42179,Lawrence,2020-07-09,182.4,0.6657857659091406
47300,Susquehanna,2020-07-09,463.7,1.6925705024784456
46325,Clinton,2020-07-09,240.7,0.8785890013943538
12968,York,2020-07-09,400.4,1.4615165606908984
43877,Pike,2020-07-09,888.7,3.243880538176827
33188,Northumberland,2020-07-09,374.3,1.3662478737927155
34561,Wayne,2020-07-09,266.7,0.9734926741664901
35593,Juniata,2020-07-09,464.4,1.6951256013607723
46155,McKean,2020-07-09,41.8,0.1525759046875114
11562,Forest,2020-07-09,96.6,0.3526036457610909
42414,Centre,2020-07-09,147.2,0.5373007935407099
12177,Fulton,2020-07-09,130.8,0.47743847686905483
37577,Somerset,2020-07-09,99.4,0.36282404129039786
31457,Blair,2020-07-09,76.3,0.27850577817361527
33903,Chester,2020-07-09,736.2,2.6872339959556433
35302,Crawford,2020-07-09,89.8,0.3277826851899168
4005,Venango,2020-07-09,67.1,0.24492447857732086
35391,Lackawanna,2020-07-09,824.1,3.008081412750673
45669,Washington,2020-07-09,194.3,0.7092224469086953
27828,Philadelphia,2020-07-09,1720.1,6.278607982128907
32945,Lehigh,2020-07-09,1183.3,4.31921215351034
38335,Northampton,2020-07-09,1144.2,4.1764916302260895
38907,Clearfield,2020-07-09,100.9,0.3682992531810981
47220,Bedford,2020-07-09,194.2,0.7088574327826486
24738,Monroe,2020-07-09,845.1,3.0847343792204756
35434,Cambria,2020-07-09,89.1,0.3252275863075901
46749,Berks,2020-07-09,1105.0,4.033406092815792
43305,Franklin,2020-07-09,645.0,2.3543411130010727
44638,Beaver,2020-07-09,489.8,1.7878391893766286
45037,Armstrong,2020-07-09,128.2,0.4679481095918411
35166,Cumberland,2020-07-09,359.9,1.313685839641994
11598,Bucks,2020-07-09,941.5,3.4366079967294727
44835,Allegheny,2020-07-09,372.1,1.3582175630196887
41330,Lycoming,2020-07-09,211.8,0.7730999189668639
35139,Mifflin,2020-07-09,153.9,0.5617567399858374
31655,Union,2020-07-09,215.9,0.7880654981347777
28429,Erie,2020-07-09,264.3,0.9647323351413698
43183,Adams,2020-07-09,367.0,1.339601842591308
14788,Delaware,2020-07-09,1307.6,4.77292471218636
47150,Warren,2020-07-09,23.0,0.08395324899073593
36060,Sullivan,2020-07-09,164.9,0.6019082938509719
7135,Mercer,2020-07-09,146.2,0.5336506522802431
46569,Montour,2020-07-09,416.9,1.5217438914886003
8625,Cameron,2020-07-09,89.9,0.3281476993159635
43516,Dauphin,2020-07-09,808.5,2.9511392090873914
42662,Jefferson,2020-07-09,85.2,0.3109920353917696
32462,Fayette,2020-07-09,133.8,0.48838890065045515
47109,Potter,2020-07-09,102.9,0.3755995357020316
43935,Bradford,2020-07-09,96.1,0.35077857513085753
40204,Carbon,2020-07-09,459.6,1.677604923310532
42956,Snyder,2020-07-09,180.8,0.6599455398923937
48334,Huntingdon,2020-07-09,564.9,2.0619647980376836
41196,Tioga,2020-07-09,66.5,0.24273439382104084
17932,Schuylkill,2020-07-09,541.9,1.9780115490469479
47060,Indiana,2020-07-09,140.4,0.5124798329695358
41680,Butler,2020-07-09,208.1,0.7595943963031369
44411,Clarion,2020-07-09,156.1,0.5697870507588643
43663,Greene,2020-07-09,162.8,0.5942429972039918
45431,Elk,2020-07-09,93.6,0.34165322197969056
38424,Wyoming,2020-07-09,153.0,0.5584716128514172
28147,Columbia,2020-07-09,645.0,2.3543411130010727
31872,Lancaster,2020-07-09,874.1,3.190588475774012
11320,Luzerne,2020-07-09,935.0,3.412882078536439
46548,Perry,2020-07-09,194.5,0.7099524751607886
44679,Westmoreland,2020-07-09,272.0,0.992838422846964
8351,Fulton,2020-07-10,130.8,0.4723931698015082
13884,Erie,2020-07-10,265.8,0.9599549276241657
46888,Jefferson,2020-07-10,85.2,0.3077056427147438
45222,Washington,2020-07-10,204.0,0.7367599895986824
47464,Lawrence,2020-07-10,197.6,0.713645950709312
43985,Clinton,2020-07-10,240.7,0.869304556354916
25291,Monroe,2020-07-10,849.8,3.0691109762792173
33764,Berks,2020-07-10,1109.5,4.007035335586952
41118,Susquehanna,2020-07-10,463.7,1.674684348906417
45408,Warren,2020-07-10,23.0,0.08306607725867497
46213,Huntingdon,2020-07-10,567.1,2.0481205397128077
42939,Lehigh,2020-07-10,1190.8,4.300655860853485
31954,Bedford,2020-07-10,194.2,0.7013666175493339
12230,Mercer,2020-07-10,149.9,0.5413741296119731
43430,Lycoming,2020-07-10,213.6,0.7714310479327381
43816,Armstrong,2020-07-10,129.8,0.4687816012250441
31939,Juniata,2020-07-10,472.5,1.7064661523793012
45610,Pike,2020-07-10,888.7,3.209600993903672
41501,Tioga,2020-07-10,71.4,0.2578659963595389
39612,Franklin,2020-07-10,647.0,2.336684868972292
43289,Crawford,2020-07-10,91.0,0.3286527404582358
36635,Northampton,2020-07-10,1150.7,4.155831960937274
41354,Lancaster,2020-07-10,879.9,3.1778191904307875
11702,Bucks,2020-07-10,946.7,3.4190719713385915
41305,Carbon,2020-07-10,462.7,1.6710727803299528
40383,Bradford,2020-07-10,96.1,0.34707174019820286
33216,Philadelphia,2020-07-10,1727.8,6.240068186414723
42961,Adams,2020-07-10,374.7,1.3532547456011093
42147,Greene,2020-07-10,179.4,0.6479154026176648
47982,McKean,2020-07-10,41.8,0.1509635664962006
47535,Beaver,2020-07-10,498.4,1.800005778509722
44997,Wyoming,2020-07-10,164.2,0.59301956025541
47406,Lebanon,2020-07-10,1009.9,3.6473231053711244
46836,Allegheny,2020-07-10,388.7,1.403816705671607
44147,Snyder,2020-07-10,180.8,0.6529715986247147
7389,Cameron,2020-07-10,89.9,0.32468001502412525
29673,Columbia,2020-07-10,648.1,2.3406575944064025
44463,Clearfield,2020-07-10,103.5,0.3737973476640374
43599,Westmoreland,2020-07-10,278.9,1.0072664759758456
46003,Sullivan,2020-07-10,164.9,0.595547658258935
15289,Delaware,2020-07-10,1311.0,4.734766403744474
37082,Indiana,2020-07-10,166.5,0.6013261679812776
29898,Wayne,2020-07-10,266.7,0.9632053393429834
16035,Montgomery,2020-07-10,1059.3,3.8257345930484523
44685,Northumberland,2020-07-10,375.4,1.3557828436046342
48086,Potter,2020-07-10,108.9,0.3932998179769437
43507,Union,2020-07-10,218.2,0.7880442633844731
33963,Venango,2020-07-10,71.1,0.2567825257865996
19458,Chester,2020-07-10,742.9,2.683034295455202
24033,Luzerne,2020-07-10,938.8,3.390540579584525
37714,Dauphin,2020-07-10,813.5,2.9380110369535695
7974,York,2020-07-10,408.9,1.4767703909161825
36555,Mifflin,2020-07-10,158.2,0.5713501487966253
46415,Butler,2020-07-10,211.9,0.7652913813527491
33686,Montour,2020-07-10,416.9,1.5056629395278955
46174,Blair,2020-07-10,78.8,0.2845916038253734
8459,Forest,2020-07-10,96.6,0.3488775244864349
42593,Elk,2020-07-10,93.6,0.3380428187570425
33071,Fayette,2020-07-10,146.2,0.5280113258790556
44362,Perry,2020-07-10,196.7,0.7103955389904942
43480,Cambria,2020-07-10,96.0,0.34671058334055643
43728,Centre,2020-07-10,148.4,0.5359567767472768
11592,Schuylkill,2020-07-10,544.0,1.9646933055964864
31217,Lackawanna,2020-07-10,825.6,2.9817110167287852
29358,Clarion,2020-07-10,156.1,0.5637658547860506
40975,Somerset,2020-07-10,103.5,0.3737973476640374
31395,Cumberland,2020-07-10,361.9,1.3070266678223685
12176,York,2020-07-11,413.8,1.4826917771160963
38251,Luzerne,2020-07-11,941.7,3.3742166421223487
32159,Lycoming,2020-07-11,215.4,0.7718023412054306
38227,Potter,2020-07-11,108.9,0.39020090509411043
32216,Crawford,2020-07-11,91.0,0.3260631989307993
43276,Beaver,2020-07-11,509.4,1.825237291597244
43278,Snyder,2020-07-11,180.8,0.6478266633702036
32528,Monroe,2020-07-11,850.4,3.0470785095687005
31131,Wyoming,2020-07-11,167.9,0.6016045175877056
43032,Lawrence,2020-07-11,201.1,0.7205638385163049
36666,Sullivan,2020-07-11,164.9,0.5908551813592178
47588,Susquehanna,2020-07-11,468.7,1.6794046300974248
43459,Clarion,2020-07-11,161.3,0.5779559778850323
13149,Mercer,2020-07-11,151.7,0.5435581019538709
41195,Tioga,2020-07-11,71.4,0.25583420223801184
29678,Greene,2020-07-11,184.9,0.6625174228824703
44513,Lancaster,2020-07-11,885.6,3.1732040546496254
37037,Adams,2020-07-11,384.4,1.377348282076915
29849,Northumberland,2020-07-11,378.7,1.356924543242788
44496,Dauphin,2020-07-11,817.5,2.9291941222629503
30149,Clinton,2020-07-11,245.9,0.8810872595283907
30160,McKean,2020-07-11,41.8,0.14977408478359794
48211,Centre,2020-07-11,149.6,0.5360335665939294
40754,Mifflin,2020-07-11,158.2,0.566848330448928
34963,Indiana,2020-07-11,174.8,0.6263279909132278
7501,Forest,2020-07-11,96.6,0.3461286265573101
35922,Blair,2020-07-11,79.6,0.28521572126254535
45918,Union,2020-07-11,220.4,0.7897179015862437
